id_player,name_player,gp_calc_total,poss_calc_o,poss_calc_d,poss_calc_total,mp_calc_o,mp_calc_d,mp_calc_total,pts_calc_o,pts_calc_d,pts_o_per100_calc,pm_calc
203501,Tim Hardaway Jr.,51,1968,2013,3981,413.35,450.55,863.9,1856,1747,94.3089430894309,109
203918,Rodney Hood,79,5511,5419,10930,1323.03333333333,1197.43333333333,2520.46666666667,5064,4955,91.8889493739793,109
202714,Shelvin Mack,52,2381,2312,4693,548.65,511.766666666667,1060.41666666667,2191,2084,92.0201595968081,107
203991,Clint Capela,77,3558,3505,7063,700.683333333333,766.916666666667,1467.6,3242,3135,91.1186059584036,107
201627,Anthony Morrow,67,2176,2164,4340,459.35,461.2,920.55,2099,1996,96.4613970588236,103
202083,Wesley Matthews,78,5852,5956,11808,1350.46666666667,1287.18333333333,2637.65,5650,5548,96.5481886534518,102
202344,Trevor Booker,79,3709,3618,7327,856.8,788.016666666667,1644.81666666667,3308,3207,89.1884605014829,101
203526,Raul Neto,81,3235,3230,6465,777.883333333333,712.583333333333,1490.46666666667,2967,2866,91.7156105100464,101
203999,Nikola Jokic,80,4066,3868,7934,850.583333333333,873.166666666667,1723.75,3678,3577,90.4574520413182,101
202325,Wesley Johnson,80,3861,3952,7813,830.666666666667,832.2,1662.86666666667,3550,3451,91.9450919450919,99
201596,Mario Chalmers,61,3161,3177,6338,694.533333333333,677.216666666667,1371.75,2889,2791,91.3951281240114,98
203613,Jonathon Simmons,55,1828,1860,3688,418.366666666667,390.766666666667,809.133333333333,1769,1672,96.7724288840263,97
201973,Jonas Jerebko,78,2819,2803,5622,576.583333333333,596.583333333333,1173.16666666667,2516,2422,89.251507626818,94
202323,Evan Turner,81,5457,5430,10887,1095.78333333333,1170.85,2266.63333333333,4882,4789,89.463074949606,93
101112,Channing Frye,70,2664,2658,5322,598.616666666667,594.816666666667,1193.43333333333,2499,2408,93.8063063063063,91
202355,Hassan Whiteside,73,4796,4802,9598,1086.08333333333,1034.95,2121.03333333333,4384,4296,91.4095079232694,88
203909,KJ McDaniels,35,578,587,1165,103.333333333333,129.5,232.833333333333,561,474,97.0588235294118,87
200757,Thabo Sefolosha,75,3995,4152,8147,844.266666666667,910.483333333333,1754.75,3660,3574,91.6145181476846,86
203086,Meyers Leonard,61,3097,3016,6113,681.05,647.783333333333,1328.83333333333,2924,2842,94.4139489828867,82
203081,Damian Lillard,75,6347,6294,12641,1353.58333333333,1320.21666666667,2673.8,6000,5921,94.5328501654325,79
202330,Gordon Hayward,80,6461,6337,12798,1498.5,1388.13333333333,2886.63333333333,5874,5796,90.9147190837332,78
203145,Kent Bazemore,75,4763,4982,9745,1000.25,1065.5,2065.75,4385,4309,92.0638253201764,76
1626181,Norman Powell,49,1639,1618,3257,377.166666666667,342.95,720.116666666667,1555,1480,94.8749237339841,75
203187,Chris Johnson,70,1890,1902,3792,436.516666666667,409.816666666667,846.333333333333,1708,1636,90.3703703703704,72
203486,Mason Plumlee,82,4845,4837,9682,1040.6,1034.85,2075.45,4598,4527,94.9019607843137,71
2446,Rasual Butler,46,933,962,1895,221.116666666667,199.333333333333,420.45,916,847,98.1779206859593,69
202329,Al-Farouq Aminu,82,5501,5500,11001,1174.88333333333,1159.55,2334.43333333333,5180,5111,94.1646973277586,69
203524,Solomon Hill,58,2044,2039,4083,426.45,437.5,863.95,1862,1795,91.0958904109589,67
202322,John Wall,77,6503,6505,13008,1321.68333333333,1453.81666666667,2775.5,6053,5987,93.0801168691373,66
202324,Derrick Favors,62,4394,4274,8668,1037.75,937.883333333333,1975.63333333333,4012,3946,91.3063268092854,66
201960,DeMarre Carroll,26,1837,1756,3593,421.966666666667,364.116666666667,786.083333333333,1664,1599,90.5824714207948,65
200751,Randy Foye,81,3857,3814,7671,820.566666666667,815.15,1635.71666666667,3478,3415,90.1737101374125,63
2744,Al Jefferson,47,2455,2511,4966,565.216666666667,530.55,1095.76666666667,2305,2243,93.8900203665988,62
202326,DeMarcus Cousins,65,5469,5453,10922,1082.78333333333,1157.36666666667,2240.15,5066,5006,92.6311940025599,60
2588,Matt Bonner,29,439,449,888,108.95,95.0833333333333,204.033333333333,455,397,103.644646924829,58
203895,Jordan McRae,22,426,441,867,93.7166666666667,99.8833333333333,193.6,420,363,98.5915492957746,57
1626245,Cristiano Felicio,31,749,721,1470,158.733333333333,160,318.733333333333,705,648,94.1255006675567,57
2403,Nene,57,2520,2558,5078,515.383333333333,573.55,1088.93333333333,2374,2318,94.2063492063492,56
203077,Michael Kidd-Gilchrist,7,474,457,931,101.35,102.666666666667,204.016666666667,455,399,95.9915611814346,56
201937,Ricky Rubio,76,5379,5407,10786,1143.41666666667,1171.96666666667,2315.38333333333,5055,5002,93.9765755716676,53
708,Kevin Garnett,38,1231,1258,2489,263.316666666667,287.133333333333,550.45,1128,1076,91.6328188464663,52
2736,Luol Deng,74,5441,5434,10875,1230.56666666667,1155.96666666667,2386.53333333333,5019,4968,92.2440727807388,51
201162,Jared Dudley,81,4857,4895,9752,995.733333333333,1099.46666666667,2095.2,4542,4492,93.514515132798,50
2037,Jamal Crawford,79,4867,4983,9850,1068.25,1051.83333333333,2120.08333333333,4541,4492,93.3018286418738,49
202389,Timofey Mozgov,76,2944,2939,5883,669.366666666667,647.766666666667,1317.13333333333,2736,2687,92.9347826086957,49
1626196,Josh Richardson,52,2482,2499,4981,563.983333333333,537.566666666667,1101.55,2289,2242,92.2240128928284,47
203481,Jeff Withey,51,1431,1427,2858,337.1,316.633333333333,653.733333333333,1286,1243,89.8672257162823,43
1626257,Salah Mejri,33,883,912,1795,201.9,192.033333333333,393.933333333333,852,809,96.4892412231031,43
201150,Spencer Hawes,57,2350,2378,4728,527.466666666667,509.15,1036.61666666667,2132,2090,90.7234042553192,42
201952,Jeff Teague,79,5203,5406,10609,1094.65,1147.58333333333,2242.23333333333,4777,4735,91.8124159138958,42
2571,Leandro Barbosa,68,2585,2588,5173,522.5,555.033333333333,1077.53333333333,2427,2387,93.8878143133462,40
203934,Lamar Patterson,35,939,925,1864,199.083333333333,201.1,400.183333333333,893,854,95.1011714589989,39
1626246,Boban Marjanovic,54,1145,1124,2269,265.016666666667,238.066666666667,503.083333333333,1076,1037,93.9737991266376,39
202700,Donatas Motiejunas,37,1278,1310,2588,258.65,283.683333333333,542.333333333333,1201,1163,93.9749608763693,38
203094,Andrew Nicholson,56,1860,1879,3739,415.116666666667,406.016666666667,821.133333333333,1674,1636,90,38
203490,Otto Porter Jr.,75,5332,5307,10639,1066.03333333333,1197.26666666667,2263.3,4939,4901,92.629407351838,38
101187,Alan Anderson,13,453,440,893,91.4333333333333,101.416666666667,192.85,427,390,94.2604856512141,37
201144,Mike Conley,56,3901,3910,7811,907.433333333333,844.866666666667,1752.3,3625,3590,92.924891053576,35
203463,Ben McLemore,68,3540,3504,7044,688.1,744.666666666667,1432.76666666667,3269,3234,92.3446327683616,35
202334,Ed Davis,81,3959,3907,7866,865.433333333333,821.416666666667,1686.85,3589,3555,90.6542056074766,34
203459,Allen Crabbe,81,4991,4952,9943,1069.56666666667,1032.23333333333,2101.8,4639,4605,92.9473051492687,34
1626149,Montrezl Harrell,39,915,924,1839,172.816666666667,201.866666666667,374.683333333333,860,827,93.9890710382514,33
201945,Gerald Henderson,72,3355,3331,6686,734.083333333333,698.066666666667,1432.15,3090,3058,92.1013412816692,32
201950,Jrue Holiday,65,4302,4191,8493,869.983333333333,954.866666666667,1824.85,4023,3991,93.5146443514645,32
201956,Omri Casspi,69,4579,4593,9172,907.966666666667,973.033333333333,1881,4238,4206,92.552959161389,32
2555,Nick Collison,59,1656,1598,3254,349.316666666667,347.016666666667,696.333333333333,1457,1426,87.9830917874396,31
2772,Trevor Ariza,81,6780,6733,13513,1369.28333333333,1482.73333333333,2852.01666666667,6341,6310,93.5250737463127,31
1889,Andre Miller,39,993,1009,2002,233.283333333333,227.016666666667,460.3,971,941,97.7844914400806,30
101114,Deron Williams,65,4691,4796,9487,1070.91666666667,1031.1,2102.01666666667,4395,4366,93.6900447665743,29
203512,Lucas Nogueira,29,514,522,1036,114.45,109.516666666667,223.966666666667,507,479,98.6381322957198,28
2760,Anderson Varejao,53,1182,1145,2327,253.716666666667,242.5,496.216666666667,1061,1035,89.7631133671743,26
203492,Ray McCallum,40,1089,1060,2149,245,225.45,470.45,993,967,91.1845730027548,26
1718,Paul Pierce,68,2708,2835,5543,609.466666666667,610.816666666667,1220.28333333333,2585,2560,95.4579025110783,25
2730,Dwight Howard,71,5391,5321,10712,1091.55,1179.45,2271,4945,4922,91.726952327954,23
101123,Gerald Green,69,3475,3504,6979,783.783333333333,769.333333333333,1553.11666666667,3197,3175,92,22
201977,Marcus Thornton,61,2681,2662,5343,537.066666666667,568.7,1105.76666666667,2460,2438,91.7568071615069,22
1626153,Delon Wright,27,517,516,1033,122.433333333333,107.733333333333,230.166666666667,485,463,93.8104448742747,22
202407,Elijah Millsap,20,401,395,796,88.5166666666667,84.75,173.266666666667,360,339,89.7755610972569,21
201941,Jordan Hill,73,3493,3500,6993,768.7,746.483333333333,1515.18333333333,3134,3114,89.7223017463499,20
1626147,Justin Anderson,55,1488,1495,2983,327.55,316.383333333333,643.933333333333,1345,1325,90.3897849462366,20
1626273,Marcelo Huertas,53,1984,1959,3943,429.433333333333,437.2,866.633333333333,1784,1764,89.9193548387097,20
203912,CJ Wilcox,23,361,398,759,82.65,81.5,164.15,358,339,99.1689750692521,19
2547,Chris Bosh,53,3882,3964,7846,898.283333333333,874.616666666667,1772.9,3550,3533,91.4477073673364,17
2550,Kirk Hinrich,46,1452,1459,2911,315.566666666667,315.516666666667,631.083333333333,1277,1260,87.9476584022039,17
202699,Tobias Harris,76,5773,5650,11423,1254.6,1248.08333333333,2502.68333333333,5233,5217,90.6461112073445,16
203090,Maurice Harkless,78,3455,3452,6907,737.7,715.366666666667,1453.06666666667,3182,3166,92.0984081041968,16
202703,Nikola Mirotic,66,3792,3837,7629,813.533333333333,824.75,1638.28333333333,3522,3507,92.879746835443,15
203951,Keith Appling,5,60,55,115,12.7166666666667,13.4666666666667,26.1833333333333,56,42,93.3333333333333,14
204028,Tarik Black,39,1142,1115,2257,240.633333333333,254.216666666667,494.85,1030,1016,90.1926444833625,14
204001,Kristaps Porzingis,72,4591,4600,9191,1037.83333333333,992.133333333333,2029.96666666667,4207,4194,91.6358091918972,13
202718,Chandler Parsons,61,3946,4094,8040,909.066666666667,882.216666666667,1791.28333333333,3749,3738,95.0076026355803,11
101162,Marcin Gortat,75,5279,5272,10551,1066.05,1189.65,2255.7,4867,4857,92.1954915703732,10
201975,Jodie Meeks,3,93,92,185,20.2166666666667,22.2,42.4166666666667,86,76,92.4731182795699,10
202726,Andrew Goudelock,7,122,143,265,20.1333333333333,28.65,48.7833333333333,114,105,93.4426229508197,9
2405,Amar'e Stoudemire,52,1680,1704,3384,391.6,365.3,756.9,1561,1553,92.9166666666667,8
201578,Marreese Speights,72,1932,1986,3918,403.85,423.783333333333,827.633333333333,1814,1806,93.8923395445135,8
1626210,Alan Williams,10,191,167,358,32.5833333333333,34.65,67.2333333333334,175,167,91.6230366492147,8
202066,Garrett Temple,79,4498,4549,9047,918.433333333333,1024.13333333333,1942.56666666667,4112,4105,91.418408181414,7
203921,Cleanthony Early,16,344,351,695,74.7666666666667,77.35,152.116666666667,295,288,85.7558139534884,7
203950,Jarnell Stokes,7,41,38,79,8.81666666666667,8.51666666666667,17.3333333333333,38,31,92.6829268292683,7
1626175,Jordan Mickey,16,135,129,264,27.5333333333333,27.1833333333333,54.7166666666667,111,105,82.2222222222222,6
1626199,Darrun Hilliard,38,873,865,1738,186.566666666667,193.633333333333,380.2,793,787,90.836197021764,6
201149,Joakim Noah,29,1514,1480,2994,312.616666666667,323.65,636.266666666667,1299,1294,85.7992073976222,5
203268,Jorge Gutierrez,12,145,154,299,30.15,31.4333333333333,61.5833333333333,148,143,102.068965517241,5
204020,Tyler Johnson,36,1908,1931,3839,438.066666666667,423.8,861.866666666667,1696,1691,88.8888888888889,5
201188,Marc Gasol,52,3993,3975,7968,930.566666666667,857.583333333333,1788.15,3616,3612,90.5584773353369,4
203919,Jordan Adams,2,38,34,72,7.41666666666667,7.21666666666667,14.6333333333333,34,30,89.4736842105263,4
1626262,Coty Clarke,3,14,12,26,3.23333333333333,2.53333333333333,5.76666666666667,18,14,128.571428571429,4
200779,Steve Novak,10,106,116,222,21.6,22.5333333333333,44.1333333333333,107,104,100.943396226415,3
201943,Brandon Jennings,48,2049,2022,4071,427.216666666667,441.116666666667,868.333333333333,1875,1872,91.5080527086384,3
2563,Dahntay Jones,1,92,88,180,21.9666666666667,20.1166666666667,42.0833333333333,88,86,95.6521739130435,2
201177,Josh McRoberts,42,1306,1333,2639,297.45,292.616666666667,590.066666666667,1211,1209,92.7258805513017,2
202332,Cole Aldrich,60,1761,1860,3621,401.95,394.566666666667,796.516666666667,1600,1598,90.8574673480977,2
203527,Ryan Kelly,36,1115,1113,2228,226.466666666667,242.2,468.666666666667,976,974,87.5336322869955,2
1626155,Sam Dekker,3,17,17,34,2.58333333333334,3.41666666666667,6,21,19,123.529411764706,2
203508,Sergey Karasev,40,930,938,1868,198.483333333333,199.633333333333,398.116666666667,886,885,95.2688172043011,1
202710,Jimmy Butler,67,5736,5773,11509,1244.68333333333,1229.08333333333,2473.76666666667,5184,5184,90.3765690376569,0
203123,Kostas Papanikolaou,26,648,654,1302,143.616666666667,147.7,291.316666666667,576,576,88.8888888888889,0
101236,Chuck Hayes,2,54,62,116,11.6333333333333,12.5333333333333,24.1666666666667,45,46,83.3333333333333,-1
203475,Erick Green,9,91,87,178,22.2666666666667,18.6333333333333,40.9,91,92,100,-1
203961,Eric Moreland,8,112,123,235,22.1166666666667,25.7,47.8166666666667,110,111,98.2142857142857,-1
203962,Josh Huestis,5,132,129,261,26.8,28.5166666666667,55.3166666666667,122,123,92.4242424242424,-1
202343,Elliot Williams,5,99,99,198,21.8,23.3666666666667,45.1666666666667,90,92,90.9090909090909,-2
201583,Ryan Anderson,66,4767,4652,9419,980.566666666667,1031.3,2011.86666666667,4439,4443,93.1193622823579,-4
1627293,Alex Stepheson,8,194,170,364,40.1,32.25,72.35,141,145,72.680412371134,-4
201155,Rodney Stuckey,58,2907,2962,5869,630.066666666667,649.533333333333,1279.6,2623,2628,90.2304781561748,-5
201619,Sasha Kaun,23,217,224,441,48.9,44.5166666666667,93.4166666666667,183,188,84.331797235023,-5
203648,Thanasis Antetokounmpo,2,15,18,33,2.8,3.21666666666667,6.01666666666667,15,20,100,-5
203998,Bruno Caboclo,6,103,99,202,23.5666666666667,19.0666666666667,42.6333333333333,82,87,79.6116504854369,-5
1626151,Aaron Harrison,21,212,230,442,44.3833333333333,46.3833333333333,90.7666666666667,201,206,94.811320754717,-5
201936,Tyreke Evans,25,1731,1707,3438,376.55,386.65,763.2,1586,1592,91.6233391103408,-6
201949,James Johnson,57,2083,2066,4149,476.716666666667,451.133333333333,927.85,1914,1920,91.8867018722996,-6
203994,Jusuf Nurkic,32,1299,1257,2556,271.066666666667,273.566666666667,544.633333333333,1168,1174,89.9153194765204,-6
204002,Edy Tavares,11,199,197,396,40.8833333333333,42.5666666666667,83.45,194,200,97.4874371859297,-6
1626266,JJ O'Brien,2,12,16,28,2.98333333333333,3.11666666666667,6.1,12,18,100,-6
201166,Aaron Brooks,69,2569,2551,5120,553.316666666667,554.733333333333,1108.05,2317,2324,90.1907356948229,-7
1737,Nazr Mohammed,5,42,45,87,9.2,9.18333333333334,18.3833333333333,31,39,73.8095238095238,-8
203963,Shayne Whittington,7,93,91,184,20.4833333333333,20.2333333333333,40.7166666666667,70,78,75.2688172043011,-8
2585,Zaza Pachulia,76,4417,4463,8880,1023.4,973.933333333333,1997.33333333333,4080,4089,92.3703871405932,-9
203946,Cameron Bairstow,18,246,244,490,48.3666666666667,54.1,102.466666666667,205,214,83.3333333333333,-9
1626251,Duje Dukan,1,63,60,123,13.9,10.45,24.35,45,54,71.4285714285714,-9
201575,Brandon Rush,72,2448,2558,5006,499.75,546.516666666667,1046.26666666667,2413,2423,98.5702614379085,-10
203078,Bradley Beal,55,4048,4000,8048,816.266666666667,887.65,1703.91666666667,3740,3750,92.3913043478261,-10
1626176,Rakeem Christmas,1,13,13,26,3.05,2.8,5.85,14,24,107.692307692308,-10
202353,Tibor Pleiss,12,178,190,368,42.1833333333333,41.8666666666667,84.05,164,176,92.1348314606742,-12
202692,Alec Burks,31,1823,1780,3603,412.216666666667,385.2,797.416666666667,1612,1624,88.4256719692814,-12
203461,Anthony Bennett,19,211,188,399,44.2333333333333,39.9,84.1333333333333,185,197,87.6777251184834,-12
1626146,Cliff Alexander,8,76,84,160,17.3,17.4333333333333,34.7333333333333,67,80,88.1578947368421,-13
1626253,Axel Toupane,21,685,694,1379,149.466666666667,153.45,302.916666666667,661,674,96.4963503649635,-13
203928,Cory Jefferson,6,118,126,244,25.2333333333333,24.9166666666667,50.15,104,118,88.135593220339,-14
204014,Damjan Rudez,33,650,646,1296,134.05,142.083333333333,276.133333333333,598,612,92,-14
1626183,Branden Dawson,6,58,68,126,14.6666666666667,13.1833333333333,27.85,56,70,96.551724137931,-14
201574,Jason Thompson,47,1073,1101,2174,246.216666666667,222.7,468.916666666667,1002,1017,93.3830382106244,-15
2548,Dwyane Wade,74,5070,5127,10197,1157.98333333333,1089.38333333333,2247.36666666667,4695,4711,92.603550295858,-16
2617,Udonis Haslem,37,542,580,1122,132.566666666667,126.266666666667,258.833333333333,508,525,93.7269372693727,-17
101139,CJ Miles,64,3448,3513,6961,723.683333333333,738.933333333333,1462.61666666667,3150,3167,91.3573085846868,-17
201202,Joel Anthony,18,214,205,419,47.5833333333333,46.2,93.7833333333333,174,191,81.3084112149533,-17
1626192,Pat Connaughton,33,328,337,665,72.4,64.1,136.5,266,283,81.0975609756098,-17
202498,Lance Thomas,59,2988,3081,6069,675.583333333333,652.45,1328.03333333333,2766,2784,92.570281124498,-18
202713,Kyle Singler,67,2395,2326,4721,494.733333333333,479.066666666667,973.8,2106,2124,87.9331941544885,-18
203906,Devyn Marble,28,590,591,1181,121.1,126.2,247.3,508,526,86.1016949152542,-18
